012,0,a,8,amnestia
005,0,k,4,amok
038,0,n,9,amorfinen
040,0,s,10,amorfisuus
005,0,i,8,amoriini
066,0,a,8,ampaista
006,0,i,7,ampeeri
038,0,n,9,ampiainen
005,0,i,9,amplitudi
006,0,i,7,amppeli
001,0,u,4,ampu
052,H,a,5,ampua
067,0,a,8,ampuilla
010,0,a,6,ampuja
005,0,i,7,ampulli
009,0,a,11,ampumahaava
003,0,o,10,amputaatio
062,0,a,9,amputoida
005,J,i,10,amputointi
005,C,i,8,amuletti
038,0,n,9,anaalinen
005,0,i,7,anaboli
038,0,n,10,anabolinen
038,0,n,11,anaerobinen
005,0,i,9,anagrammi
005,C,i,11,anakoluutti
038,0,n,14,anakoluuttinen
010,0,a,8,anakonda
005,0,i,11,anakronismi
038,0,n,14,anakronistinen
099,0,i,16,anakronistisesti
040,0,s,15,anakronistisuus
005,C,i,12,analfabeetti
005,C,i,10,analgeetti
038,0,n,13,analgeettinen
099,0,i,15,analgeettisesti
040,0,s,14,analgeettisuus
012,0,a,9,analgesia
012,0,a,8,analogia
038,0,n,10,analoginen
099,0,i,12,analogisesti
040,0,s,11,analogisuus
006,0,i,13,analysaattori
062,0,a,10,analysoida
005,J,i,11,analysointi
009,A,a,11,analytiikka
005,0,i,8,analyysi
004,A,o,11,analyytikko
038,0,n,12,analyyttinen
099,0,i,14,analyyttisesti
040,0,s,13,analyyttisuus
040,0,s,13,analyyttisyys
005,0,i,9,anamneesi
038,0,n,12,anamnestinen
039,0,s,6,ananas
012,0,a,7,anarkia
